Opponent,Home,Type,Opp_Score,WSU_Score,Diff_Score,Poss,Drive_Number,Spot,Down,Distance,Yards,Carrier,Passer,Completion,TD,FirstDown,INT
Nevada,0,Run,14,10,-4,Nevada,42,20,2,10,1,"Don Jackson",,,0,0,
Nevada,0,Pass,14,10,-4,Nevada,42,21,3,9,5,"Hasaan Henderson","Cody Fajardo",1,0,0,0
Nevada,0,Punt,14,10,-4,Nevada,42,26,4,4,57,,,,0,0,
Nevada,0,Pass,14,10,-4,"Washington State",43,83,1,10,1,"Isiah Myers","Connor Halliday",1,0,0,0
Nevada,0,Pass,14,10,-4,"Washington State",43,82,2,9,5,"Robert Lewis","Connor Halliday",1,0,0,0
Nevada,0,Pass,14,10,-4,"Washington State",43,77,3,4,0,"Jamal Morrow","Connor Halliday",1,0,0,0
Nevada,0,Punt,14,10,-4,"Washington State",43,77,4,4,44,,,,0,0,
Nevada,0,Run,14,10,-4,Nevada,44,33,1,10,8,"James Butler",,,0,0,
Nevada,0,Pass,14,10,-4,Nevada,44,26,2,17,13,"Hasaan Henderson","Cody Fajardo",1,0,0,0
Nevada,0,Pass,14,10,-4,Nevada,44,39,3,4,0,"Jarred Gipson","Cody Fajardo",0,0,0,0
Nevada,0,Punt,14,10,-4,Nevada,44,39,4,4,33,,,,0,0,
Nevada,0,Sacked,14,10,-4,"Washington State",45,72,1,10,-2,,,,0,0,
Nevada,0,Pass,14,10,-4,"Washington State",45,74,2,12,15,"Vince Mayle","Connor Halliday",1,0,1,0
Nevada,0,Pass,14,10,-4,"Washington State",45,59,1,10,6,"Drew Loftus","Connor Halliday",1,0,0,0
Nevada,0,Run,14,10,-4,"Washington State",45,53,2,4,3,"Jamal Morrow",,,0,0,
Nevada,0,Run,14,10,-4,"Washington State",45,50,3,1,2,"Jamal Morrow",,,0,1,
Nevada,0,Pass,14,10,-4,"Washington State",45,48,1,10,9,"Robert Lewis","Connor Halliday",1,0,0,0
Nevada,0,Pass,14,10,-4,"Washington State",45,39,2,1,21,"Robert Lewis","Connor Halliday",1,0,1,0
Nevada,0,Pass,14,10,-4,"Washington State",45,28,1,20,1,"Dom Williams","Connor Halliday",1,0,0,0
Nevada,0,Pass,14,10,-4,"Washington State",45,27,2,19,0,"Vince Mayle","Connor Halliday",0,0,0,0
Nevada,0,Pass,14,10,-4,"Washington State",45,27,3,19,6,"Robert Lewis","Connor Halliday",1,0,0,0
Nevada,0,"Field Goal",14,10,-4,"Washington State",45,21,4,13,0,,,,0,0,
Nevada,0,Run,14,10,-4,Nevada,46,21,1,10,18,"Don Jackson",,,0,1,
Nevada,0,Run,14,10,-4,Nevada,46,39,1,10,-1,"Cody Fajardo",,,0,0,
Nevada,0,Run,14,10,-4,Nevada,46,38,2,11,0,"Cody Fajardo",,,0,0,
Nevada,0,Pass,14,10,-4,Nevada,46,38,3,11,22,"Hasaan Henderson","Cody Fajardo",1,0,1,0
Nevada,0,Run,14,10,-4,Nevada,46,60,1,10,2,"Don Jackson",,,0,0,
Nevada,0,Run,14,10,-4,Nevada,46,62,2,8,7,"Don Jackson",,,0,0,
Nevada,0,Run,14,10,-4,Nevada,46,69,3,1,4,"Don Jackson",,,0,1,
Nevada,0,Run,14,10,-4,Nevada,46,73,1,10,5,"James Butler",,,0,0,
Nevada,0,Run,14,10,-4,Nevada,46,78,2,5,10,"Cody Fajardo",,,0,1,
Nevada,0,Run,14,10,-4,Nevada,46,88,1,10,4,"James Butler",,,0,0,
Nevada,0,Run,14,10,-4,Nevada,46,92,2,6,1,"James Butler",,,0,0,
Nevada,0,Pass,14,10,-4,Nevada,46,88,3,10,9,"Don Jackson","Cody Fajardo",1,0,0,0
Nevada,0,Run,14,10,-4,Nevada,46,97,4,1,1,"Don Jackson",,,0,1,
Nevada,0,Run,21,10,-11,Nevada,46,98,1,2,2,"Don Jackson",,,1,0,
Nevada,0,Kickoff,21,10,-11,"Washington State",47,,,,36,,,,0,0,
Nevada,0,Pass,21,10,-11,"Washington State",47,60,1,10,7,"Rickey Galvin","Connor Halliday",1,0,0,0
Nevada,0,Pass,21,10,-11,"Washington State",47,53,2,3,19,"Vince Mayle","Connor Halliday",1,0,1,0
Nevada,0,Run,21,10,-11,"Washington State",47,34,1,10,7,"Theron West",,,0,0,
Nevada,0,Pass,21,10,-11,"Washington State",47,27,2,3,8,"Isiah Myers","Connor Halliday",1,0,1,0
Nevada,0,Run,21,10,-11,"Washington State",47,19,1,10,3,"Theron West",,,0,0,
Nevada,0,Pass,21,10,-11,"Washington State",47,16,2,7,0,"Isiah Myers","Connor Halliday",0,0,0,0
Nevada,0,Pass,21,10,-11,"Washington State",47,21,3,12,0,"Rickey Galvin","Connor Halliday",0,0,0,0
Nevada,0,"Field Goal",21,13,-8,"Washington State",47,21,4,12,0,,,,0,0,
Nevada,0,Kickoff,21,13,-8,Nevada,48,,,,65,,,,0,0,
Nevada,0,Pass,21,13,-8,Nevada,48,25,1,10,0,"Richy Turner","Cody Fajardo",0,0,0,0
Nevada,0,Run,21,13,-8,Nevada,48,25,2,10,13,"Cody Fajardo",,,0,1,
Nevada,0,Run,21,13,-8,Nevada,48,38,1,10,3,"James Butler",,,0,0,
Nevada,0,Run,21,13,-8,Nevada,48,41,2,7,5,"Cody Fajardo",,,0,0,
Nevada,0,Pass,21,13,-8,Nevada,48,46,3,2,5,"Jarred Gipson","Cody Fajardo",1,0,1,0
Nevada,0,Run,21,13,-8,Nevada,48,51,1,10,0,"James Butler",,,0,0,
Nevada,0,Run,21,13,-8,Nevada,48,51,2,10,2,"Cody Fajardo",,,0,0,
Nevada,0,Pass,21,13,-8,Nevada,48,53,3,8,21,"Hasaan Henderson","Cody Fajardo",1,0,1,0
Nevada,0,Run,21,13,-8,Nevada,48,74,1,10,6,"James Butler",,,0,0,
Nevada,0,Run,21,13,-8,Nevada,48,80,2,4,1,"James Butler",,,0,0,
Nevada,0,Run,21,13,-8,Nevada,48,81,3,3,-4,"Richy Turner",,,0,0,
Nevada,0,"Field Goal",24,13,-11,Nevada,48,77,4,7,0,,,,0,0,
Nevada,0,Kickoff,24,13,-11,"Washington State",49,,,,19,,,,0,0,
Nevada,0,Pass,24,13,-11,"Washington State",49,66,1,10,7,"Theron West","Connor Halliday",1,0,0,0
Nevada,0,Pass,24,13,-11,"Washington State",49,59,2,3,0,"Isiah Myers","Connor Halliday",0,0,0,0
Nevada,0,Pass,24,13,-11,"Washington State",49,59,3,3,0,"Rickey Galvin","Connor Halliday",0,0,0,0
Nevada,0,Run,24,13,-11,"Washington State",49,59,4,3,2,"Jamal Morrow",,,0,0,
Nevada,0,Run,24,13,-11,Nevada,50,57,1,10,1,"Don Jackson",,,0,0,
Nevada,0,Run,24,13,-11,Nevada,50,58,2,9,4,"Don Jackson",,,0,0,
Nevada,0,Run,24,13,-11,Nevada,50,62,3,5,4,"Cody Fajardo",,,0,0,
Nevada,0,Run,24,13,-11,Nevada,50,71,1,10,4,"Don Jackson",,,0,0,
Nevada,0,Run,24,13,-11,Nevada,50,75,2,6,2,"Don Jackson",,,0,0,
Nevada,0,Run,24,13,-11,Nevada,50,77,3,4,-2,"Don Jackson",,,0,0,
Nevada,0,Run,24,13,-11,Nevada,50,75,4,6,0,"Cody Fajardo",,,0,0,
Nevada,0,Pass,24,13,-11,"Washington State",51,75,1,10,10,"Vince Mayle","Connor Halliday",1,0,1,0
Nevada,0,Run,24,13,-11,"Washington State",51,65,1,10,0,"Connor Halliday",,,0,0,
Nevada,0,Pass,24,13,-11,"Washington State",51,50,1,10,24,"Isiah Myers","Connor Halliday",1,0,1,0
Nevada,0,Pass,24,13,-11,"Washington State",51,26,1,10,13,"Jamal Morrow","Connor Halliday",1,0,1,0
Nevada,0,Pass,24,13,-11,"Washington State",51,13,1,10,4,"Robert Lewis","Connor Halliday",1,0,0,0
"Portland State",1,Kickoff,0,0,0,"Washington State",52,,,,65,,,,0,0,
"Portland State",1,Pass,0,0,0,"Washington State",52,75,1,10,5,"Rickey Galvin","Connor Halliday",1,0,0,0
"Portland State",1,Run,0,0,0,"Washington State",52,70,2,5,3,"Jamal Morrow",,,0,0,
"Portland State",1,Run,0,0,0,"Washington State",52,67,3,2,6,"Jamal Morrow",,,0,1,
"Portland State",1,Pass,0,0,0,"Washington State",52,61,1,10,0,"Calvin Green","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,0,0,"Washington State",52,61,2,10,12,"River Cracraft","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,0,0,"Washington State",52,49,1,10,4,"Calvin Green","Connor Halliday",1,0,0,0
"Portland State",1,Pass,0,0,0,"Washington State",52,45,2,6,0,"Jamal Morrow","Connor Halliday",0,0,0,0
"Portland State",1,Sacked,0,0,0,"Washington State",52,45,3,6,-12,,,,0,0,
"Portland State",1,Punt,0,0,0,"Washington State",52,57,4,18,40,,,,0,0,
"Portland State",1,Pass,0,0,0,"Portland State",53,17,1,10,0,"Paris Penn","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,0,0,0,"Portland State",53,17,2,10,5,"Alex Toureen","Kieran McDonagh",1,0,0,0
"Portland State",1,Run,0,0,0,"Portland State",53,22,3,5,6,"Paris Penn",,,0,1,
"Portland State",1,Pass,0,0,0,"Portland State",53,28,1,10,0,"Alex Toureen","Kieran McDonagh",0,0,0,0
"Portland State",1,Run,0,0,0,"Portland State",53,28,2,10,4,"Shaq Richard",,,0,0,
"Portland State",1,Pass,0,0,0,"Portland State",53,32,3,6,8,"Kasey Closs","Kieran McDonagh",1,0,1,0
"Portland State",1,Pass,0,0,0,"Portland State",53,40,1,10,12,"Cam Sommer","Kieran McDonagh",1,0,1,0
"Portland State",1,Pass,0,0,0,"Portland State",53,52,1,10,0,"Paris Penn","Kieran McDonagh",0,0,0,0
"Portland State",1,Sacked,0,0,0,"Portland State",53,52,2,10,-8,,,,0,0,
"Portland State",1,Pass,0,0,0,"Portland State",53,44,3,18,8,"Roston Tatum","Kieran McDonagh",1,0,0,0
"Portland State",1,Punt,0,0,0,"Portland State",53,52,4,10,48,,,,0,0,
"Portland State",1,Run,0,0,0,"Washington State",54,80,1,10,5,"Jamal Morrow",,,0,0,
"Portland State",1,Pass,0,0,0,"Washington State",54,75,2,5,6,"Vince Mayle","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,0,0,"Washington State",54,69,1,10,6,"Jamal Morrow","Connor Halliday",1,0,0,0
"Portland State",1,Pass,0,0,0,"Washington State",54,63,2,4,8,"Isiah Myers","Connor Halliday",1,0,1,0
"Portland State",1,Run,0,0,0,"Washington State",54,55,1,10,3,"Jamal Morrow",,,0,0,
"Portland State",1,Pass,0,0,0,"Washington State",54,52,2,7,9,"Calvin Green","Connor Halliday",1,0,1,0
"Portland State",1,Run,0,0,0,"Washington State",54,43,1,10,5,"Gerard Wicks",,,0,0,
"Portland State",1,Run,0,0,0,"Washington State",54,38,2,5,7,"Gerard Wicks",,,0,1,
"Portland State",1,Pass,0,0,0,"Washington State",54,31,1,10,11,"Isiah Myers","Connor Halliday",1,0,1,0
"Portland State",1,Run,0,0,0,"Washington State",54,20,1,10,4,"Gerard Wicks",,,0,0,
"Portland State",1,Pass,0,0,0,"Washington State",54,16,2,6,12,"River Cracraft","Connor Halliday",1,0,1,0
"Portland State",1,Run,0,0,0,"Washington State",54,4,1,4,2,"Gerard Wicks",,,0,0,
"Portland State",1,Run,0,0,0,"Washington State",54,2,2,2,1,"Jamal Morrow",,,0,0,
"Portland State",1,Run,0,7,7,"Washington State",54,1,3,1,1,"Gerard Wicks",,,1,0,
"Portland State",1,Kickoff,0,7,7,"Portland State",55,,,,65,,,,0,0,
"Portland State",1,Pass,0,7,7,"Portland State",55,25,1,10,4,"Paris Penn","Kieran McDonagh",1,0,0,0
"Portland State",1,Pass,0,7,7,"Portland State",55,29,2,6,9,"Alex Toureen","Kieran McDonagh",1,0,1,0
"Portland State",1,Pass,0,7,7,"Portland State",55,38,1,10,0,"Cam Sommer","Kieran McDonagh",0,0,0,0
"Portland State",1,Run,0,7,7,"Portland State",55,38,2,10,11,"Shaq Richard",,,0,1,
"Portland State",1,Pass,0,7,7,"Portland State",55,49,1,10,7,"Thomas Carter","Kieran McDonagh",1,0,0,0
"Portland State",1,Pass,0,7,7,"Portland State",55,71,1,10,-1,"Paris Penn","Kieran McDonagh",1,0,0,0
"Portland State",1,Sacked,0,7,7,"Portland State",55,70,2,11,-10,,,,0,0,
"Portland State",1,Pass,0,7,7,"Portland State",55,60,3,21,30,"Kasey Closs","Kieran McDonagh",1,0,1,0
"Portland State",1,Run,0,7,7,"Portland State",55,90,1,10,3,"Shaq Richard",,,0,0,
"Portland State",1,Pass,0,7,7,"Washington State",56,93,1,10,67,"Isiah Myers","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,7,7,"Washington State",56,26,1,10,0,"Vince Mayle","Connor Halliday",1,0,0,0
"Portland State",1,Pass,0,7,7,"Washington State",56,26,2,10,11,"Robert Lewis","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,7,7,"Washington State",56,15,1,10,0,"David Bucannon","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,7,7,"Washington State",56,15,2,10,0,"Isiah Myers","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,14,14,"Washington State",56,15,3,10,15,"River Cracraft","Connor Halliday",1,1,0,0
"Portland State",1,Kickoff,0,14,14,"Portland State",57,,,,12,,,,0,0,
"Portland State",1,Pass,0,14,14,"Portland State",57,13,1,10,0,"Thomas Carter","Kieran McDonagh",0,0,0,0
"Portland State",1,Run,0,14,14,"Portland State",57,13,2,10,5,"Kieran McDonagh",,,0,0,
"Portland State",1,Pass,0,14,14,"Portland State",57,9,3,14,0,"Kasey Closs","Kieran McDonagh",0,0,0,0
"Portland State",1,Punt,0,14,14,"Portland State",57,9,4,14,44,,,,0,0,
"Portland State",1,Pass,0,21,21,"Washington State",58,17,1,10,17,"Dom Williams","Connor Halliday",1,1,0,0
"Portland State",1,Kickoff,0,21,21,"Portland State",59,,,,65,,,,0,0,
"Portland State",1,Pass,0,21,21,"Portland State",59,25,1,10,2,"Nate Tago","Kieran McDonagh",1,0,0,0
"Portland State",1,Pass,0,21,21,"Portland State",59,27,2,8,0,"Alex Toureen","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,0,21,21,"Portland State",59,27,3,8,0,"Kasey Closs","Kieran McDonagh",0,0,0,0
"Portland State",1,Punt,0,21,21,"Portland State",59,27,4,8,52,,,,0,0,
"Portland State",1,Pass,0,21,21,"Washington State",60,79,1,10,0,"Vince Mayle","Connor Halliday",0,0,0,0
"Portland State",1,Run,0,21,21,"Washington State",60,79,2,10,2,"Gerard Wicks",,,0,0,
"Portland State",1,Pass,0,21,21,"Washington State",60,77,3,8,15,"River Cracraft","Connor Halliday",1,0,1,0
"Portland State",1,Run,0,21,21,"Washington State",60,67,1,15,5,"Gerard Wicks",,,0,0,
"Portland State",1,Pass,0,21,21,"Washington State",60,62,2,10,0,"Gerard Wicks","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,21,21,"Washington State",60,62,3,10,0,"Rickey Galvin","Connor Halliday",0,0,0,0
"Portland State",1,Punt,0,21,21,"Washington State",60,62,4,10,6,,,,0,0,
"Portland State",1,Run,0,21,21,"Portland State",61,18,1,10,3,"Nate Tago",,,0,0,
"Portland State",1,Run,0,21,21,"Portland State",61,21,2,7,2,"Nate Tago",,,0,0,
"Portland State",1,Run,0,21,21,"Portland State",61,23,3,5,-1,"Paris Penn",,,0,0,
"Portland State",1,Punt,0,21,21,"Portland State",61,22,4,6,10,,,,0,0,
"Portland State",1,Pass,0,21,21,"Washington State",62,64,1,10,0,"Calvin Green","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,21,21,"Washington State",62,64,2,10,6,"Isiah Myers","Connor Halliday",1,0,0,0
"Portland State",1,Pass,0,21,21,"Washington State",62,58,3,4,0,"Rickey Galvin","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,21,21,"Washington State",62,58,4,4,0,"Robert Lewis","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,21,21,"Portland State",63,58,1,10,15,"Alex Toureen","Kieran McDonagh",1,0,1,0
"Portland State",1,Pass,0,21,21,"Portland State",63,73,1,10,0,"Thomas Carter","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,0,21,21,"Portland State",63,73,2,10,0,,"Kieran McDonagh",0,0,0,1
"Portland State",1,Pass,0,21,21,"Washington State",64,80,1,10,28,"Isiah Myers","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,21,21,"Washington State",64,52,1,10,17,"Rickey Galvin","Connor Halliday",1,0,1,0
"Portland State",1,Run,0,21,21,"Washington State",64,35,1,10,4,"Jamal Morrow",,,0,0,
"Portland State",1,Pass,0,21,21,"Washington State",64,31,2,6,11,"River Cracraft","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,21,21,"Washington State",64,20,1,10,17,"Rickey Galvin","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,28,28,"Washington State",64,3,1,3,3,"Vince Mayle","Connor Halliday",1,1,0,0
"Portland State",1,Kickoff,0,28,28,"Portland State",65,,,,15,,,,0,0,
"Portland State",1,Run,0,28,28,"Portland State",65,35,1,10,1,"Nate Tago",,,0,0,
"Portland State",1,Run,0,28,28,"Portland State",65,36,2,9,4,"Nate Tago",,,0,0,
"Portland State",1,Run,0,28,28,"Portland State",65,50,1,10,7,"Shaq Richard",,,0,0,
"Portland State",1,Run,0,28,28,"Portland State",65,52,2,8,0,"Shaq Richard",,,0,0,
"Portland State",1,Run,0,28,28,"Portland State",65,52,3,8,-6,"Paris Penn",,,0,0,
"Portland State",1,Punt,0,28,28,"Portland State",65,46,4,14,5,,,,0,0,
"Portland State",1,Pass,0,28,28,"Washington State",66,85,1,10,0,"Dom Williams","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,28,28,"Washington State",66,85,2,10,11,"Dom Williams","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,28,28,"Washington State",66,74,1,10,0,"River Cracraft","Connor Halliday",0,0,0,0
"Portland State",1,Pass,0,28,28,"Washington State",66,74,2,10,12,"Isiah Myers","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,28,28,"Washington State",66,62,1,10,18,"Isiah Myers","Connor Halliday",1,0,1,0
"Portland State",1,Pass,0,28,28,"Washington State",66,44,1,10,0,,"Connor Halliday",0,0,0,1
"Portland State",1,Run,0,28,28,"Portland State",67,8,1,10,-1,TEAM,,,0,0,
"Portland State",1,Kickoff,0,28,28,"Portland State",68,,,,15,,,,0,0,
"Portland State",1,Pass,0,28,28,"Portland State",68,15,1,10,4,"Cam Sommer","Kieran McDonagh",1,0,0,0
"Portland State",1,Run,0,28,28,"Portland State",68,19,2,6,2,"Shaq Richard",,,0,0,
"Portland State",1,Pass,0,28,28,"Portland State",68,21,3,4,8,"Alex Toureen","Kieran McDonagh",1,0,1,0
"Portland State",1,Pass,0,28,28,"Portland State",68,29,1,10,5,"Thomas Carter","Kieran McDonagh",1,0,0,0
"Portland State",1,Pass,0,28,28,"Portland State",68,34,2,5,30,"Alex Toureen","Kieran McDonagh",1,0,1,0
"Portland State",1,Run,0,28,28,"Portland State",68,64,1,10,9,"Shaq Richard",,,0,0,
"Portland State",1,Pass,0,28,28,"Portland State",68,73,2,1,0,"Cam Sommer","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,0,28,28,"Portland State",68,73,3,1,10,"Roston Tatum","Kieran McDonagh",1,0,1,0
"Portland State",1,Run,0,28,28,"Portland State",68,83,1,10,4,"Shaq Richard",,,0,0,
"Portland State",1,Pass,0,28,28,"Portland State",68,87,2,6,7,"Kasey Closs","Kieran McDonagh",1,0,1,0
"Portland State",1,Run,7,28,21,"Portland State",68,94,1,6,6,"Shaq Richard",,,1,0,
"Portland State",1,Kickoff,7,28,21,"Washington State",69,,,,65,,,,0,0,
"Portland State",1,Pass,7,28,21,"Washington State",69,75,1,10,-7,"Robert Lewis","Connor Halliday",1,0,0,0
"Portland State",1,Pass,7,28,21,"Washington State",69,82,2,17,8,"River Cracraft","Connor Halliday",1,0,0,0
"Portland State",1,Pass,7,28,21,"Washington State",69,74,3,9,0,"River Cracraft","Connor Halliday",0,0,0,0
"Portland State",1,Punt,7,28,21,"Washington State",69,74,4,9,45,,,,0,0,
"Portland State",1,Pass,7,28,21,"Portland State",70,29,1,10,0,"Thomas Carter","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,7,28,21,"Portland State",70,29,2,10,6,"Darnell Adams","Kieran McDonagh",1,0,0,0
"Portland State",1,Run,7,28,21,"Portland State",70,45,1,10,8,"Shaq Richard",,,0,0,
"Portland State",1,Pass,7,28,21,"Portland State",70,53,2,2,9,"Alex Toureen","Kieran McDonagh",1,0,1,0
"Portland State",1,Run,7,28,21,"Portland State",70,62,1,10,14,"Shaq Richard",,,0,1,
"Portland State",1,Pass,14,28,14,"Portland State",70,76,1,10,24,"Alex Toureen","Kieran McDonagh",1,1,0,0
"Portland State",1,Kickoff,14,28,14,"Washington State",71,,,,65,,,,0,0,
"Portland State",1,Run,14,28,14,"Washington State",71,75,1,10,4,"Jamal Morrow",,,0,0,
"Portland State",1,Run,14,28,14,"Washington State",71,71,2,6,11,"Jamal Morrow",,,0,1,
"Portland State",1,Pass,14,28,14,"Washington State",71,60,1,10,0,"Vince Mayle","Connor Halliday",0,0,0,0
"Portland State",1,Pass,14,28,14,"Washington State",71,60,2,10,7,"Jamal Morrow","Connor Halliday",1,0,0,0
"Portland State",1,Run,14,28,14,"Washington State",71,53,3,3,7,"Gerard Wicks",,,0,1,
"Portland State",1,Run,14,28,14,"Washington State",71,46,1,10,3,"Gerard Wicks",,,0,0,
"Portland State",1,Pass,14,28,14,"Washington State",71,43,2,7,11,"Calvin Green","Connor Halliday",1,0,1,0
"Portland State",1,Pass,14,28,14,"Washington State",71,32,1,10,0,"Vince Mayle","Connor Halliday",0,0,0,0
"Portland State",1,Pass,14,28,14,"Washington State",71,32,2,10,10,"Robert Lewis","Connor Halliday",1,0,1,0
"Portland State",1,Run,14,28,14,"Washington State",71,22,1,10,-1,"Jamal Morrow",,,0,0,
"Portland State",1,Pass,14,28,14,"Washington State",71,8,1,8,0,"Calvin Green","Connor Halliday",0,0,0,0
"Portland State",1,Pass,14,35,21,"Washington State",71,8,2,8,8,"Isiah Myers","Connor Halliday",1,1,0,0
"Portland State",1,Kickoff,14,35,21,"Portland State",72,,,,20,,,,0,0,
"Portland State",1,Pass,14,35,21,"Portland State",72,20,1,10,5,"Kasey Closs","Kieran McDonagh",1,0,0,0
"Portland State",1,Run,14,35,21,"Portland State",72,25,2,5,1,"Nate Tago",,,0,0,
"Portland State",1,Sacked,14,35,21,"Portland State",72,26,3,4,-7,,,,0,0,
"Portland State",1,Punt,14,35,21,"Portland State",72,19,4,11,13,,,,0,0,
"Portland State",1,Run,14,35,21,"Washington State",73,34,1,10,2,"Jamal Morrow",,,0,0,
"Portland State",1,Pass,14,35,21,"Washington State",73,37,2,13,14,"Vince Mayle","Connor Halliday",1,0,1,0
"Portland State",1,Pass,14,35,21,"Washington State",73,23,1,10,0,"Dom Williams","Connor Halliday",1,0,0,0
"Portland State",1,Pass,14,35,21,"Washington State",73,23,2,10,7,"Jamal Morrow","Connor Halliday",1,0,0,0
"Portland State",1,Pass,14,35,21,"Washington State",73,26,2,13,10,"Isiah Myers","Connor Halliday",1,0,0,0
"Portland State",1,Pass,14,35,21,"Washington State",73,16,3,3,12,"Vince Mayle","Connor Halliday",1,0,1,0
"Portland State",1,Pass,14,42,28,"Washington State",73,4,1,4,4,"Isiah Myers","Connor Halliday",1,1,0,0
"Portland State",1,Kickoff,14,42,28,"Portland State",74,,,,65,,,,0,0,
"Portland State",1,Pass,14,42,28,"Portland State",74,25,1,10,3,"Darnell Adams","Kieran McDonagh",1,0,0,0
"Portland State",1,Pass,14,42,28,"Portland State",74,28,2,7,0,"Kasey Closs","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,14,42,28,"Portland State",74,28,3,7,5,"Darnell Adams","Kieran McDonagh",1,0,0,0
"Portland State",1,Punt,14,42,28,"Portland State",74,28,4,7,-2,,,,0,0,
"Portland State",1,Kickoff,21,42,21,"Washington State",76,,,,4,,,,0,0,
"Portland State",1,Pass,21,42,21,"Washington State",76,69,1,10,53,"Jamal Morrow","Connor Halliday",1,0,1,0
"Portland State",1,Pass,21,42,21,"Washington State",76,16,1,10,4,"Gerard Wicks","Connor Halliday",1,0,0,0
"Portland State",1,Pass,21,42,21,"Washington State",76,12,2,6,0,"Rickey Galvin","Connor Halliday",0,0,0,0
"Portland State",1,Pass,21,42,21,"Washington State",76,12,3,6,0,"Vince Mayle","Connor Halliday",0,0,0,0
"Portland State",1,"Field Goal",21,45,24,"Washington State",76,12,4,6,0,,,,0,0,
"Portland State",1,Kickoff,21,45,24,"Portland State",77,,,,7,,,,0,0,
"Portland State",1,Pass,21,45,24,"Portland State",77,20,1,10,9,"Kasey Closs","Kieran McDonagh",1,0,0,0
"Portland State",1,Run,21,45,24,"Portland State",77,29,2,1,4,"Steven Long",,,0,1,
"Portland State",1,Pass,21,45,24,"Portland State",77,33,1,10,7,"Thomas Carter","Kieran McDonagh",1,0,0,0
"Portland State",1,Pass,21,45,24,"Portland State",77,40,2,3,0,"Thomas Carter","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,21,45,24,"Portland State",77,40,3,3,0,"Darnell Adams","Kieran McDonagh",0,0,0,0
"Portland State",1,Punt,21,45,24,"Portland State",77,40,4,3,55,,,,0,0,
"Portland State",1,Run,21,45,24,"Washington State",78,95,1,10,9,"Gerard Wicks",,,0,0,
"Portland State",1,Run,21,45,24,"Washington State",78,86,2,1,4,"Gerard Wicks",,,0,1,
"Portland State",1,Pass,21,45,24,"Washington State",78,82,1,10,12,"Robert Lewis","Connor Halliday",1,0,1,0
"Portland State",1,Pass,21,45,24,"Washington State",78,70,1,10,0,"Robert Lewis","Connor Halliday",0,0,0,0
"Portland State",1,Pass,21,45,24,"Washington State",78,70,2,10,15,"River Cracraft","Connor Halliday",1,0,1,0
"Portland State",1,Pass,21,52,31,"Washington State",78,55,1,10,55,"Isiah Myers","Connor Halliday",1,1,0,0
"Portland State",1,Kickoff,21,52,31,"Portland State",79,,,,20,,,,0,0,
"Portland State",1,Run,21,52,31,"Portland State",79,25,1,10,-1,"Steven Long",,,0,0,
"Portland State",1,Pass,21,52,31,"Portland State",79,24,2,11,5,"Thomas Carter","Kieran McDonagh",1,0,0,0
"Portland State",1,Pass,21,52,31,"Portland State",79,29,3,6,5,"Steven Long","Kieran McDonagh",1,0,0,0
"Portland State",1,Punt,21,52,31,"Portland State",79,34,4,1,53,,,,0,0,
"Portland State",1,Pass,21,52,31,"Washington State",80,87,1,10,2,"Rickey Galvin","Luke Falk",1,0,0,0
"Portland State",1,Run,21,52,31,"Washington State",80,85,2,8,1,"Gerard Wicks",,,0,0,
"Portland State",1,Pass,21,59,38,"Washington State",80,84,3,7,84,"Dom Williams","Luke Falk",1,1,0,0
"Portland State",1,Kickoff,21,59,38,"Portland State",81,,,,20,,,,0,0,
"Portland State",1,Pass,21,59,38,"Portland State",81,24,1,10,0,"Roston Tatum","Kieran McDonagh",0,0,0,0
"Portland State",1,Run,21,59,38,"Portland State",81,24,2,10,2,"Steven Long",,,0,0,
"Portland State",1,Pass,21,59,38,"Portland State",81,26,3,8,8,"Kasey Closs","Kieran McDonagh",1,0,1,0
"Portland State",1,Run,21,59,38,"Portland State",81,34,1,10,3,"Steven Long",,,0,0,
"Portland State",1,Pass,21,59,38,"Portland State",81,37,2,7,6,"Thomas Carter","Kieran McDonagh",1,0,0,0
